                                                    
{'loss': 46.4836, 'grad_norm': 14.645258903503418, 'learning_rate': 4.366812227074236e-07, 'epoch': 0.01}
{'loss': 42.2386, 'grad_norm': 22.80775260925293, 'learning_rate': 8.733624454148473e-06, 'epoch': 0.17}
{'loss': 41.6931, 'grad_norm': 24.443134307861328, 'learning_rate': 9.170305676855896e-06, 'epoch': 0.18}
{'loss': 40.8825, 'grad_norm': 26.607566833496094, 'learning_rate': 9.60698689956332e-06, 'epoch': 0.19}
{'loss': 40.1405, 'grad_norm': 28.460725784301758, 'learning_rate': 9.999994191236613e-06, 'epoch': 0.2}
{'loss': 39.0368, 'grad_norm': 32.637699127197266, 'learning_rate': 9.99929715596096e-06, 'epoch': 0.21}
{'loss': 37.8514, 'grad_norm': 39.328460693359375, 'learning_rate': 9.99743855358024e-06, 'epoch': 0.22}
{'loss': 36.8098, 'grad_norm': 42.133079528808594, 'learning_rate': 9.994418815933433e-06, 'epoch': 0.23}
{'loss': 35.1378, 'grad_norm': 43.92359924316406, 'learning_rate': 9.990238644644745e-06, 'epoch': 0.24}
{'loss': 33.1537, 'grad_norm': 55.97813034057617, 'learning_rate': 9.984899010960602e-06, 'epoch': 0.24}
{'loss': 31.4004, 'grad_norm': 57.92118453979492, 'learning_rate': 9.978401155523962e-06, 'epoch': 0.25}
{'loss': 29.3574, 'grad_norm': 64.1522445678711, 'learning_rate': 9.970746588086078e-06, 'epoch': 0.26}
{'loss': 26.9975, 'grad_norm': 68.71448516845703, 'learning_rate': 9.961937087155697e-06, 'epoch': 0.27}
{'loss': 24.7656, 'grad_norm': 71.97048950195312, 'learning_rate': 9.951974699585847e-06, 'epoch': 0.28}
{'loss': 22.1042, 'grad_norm': 75.39675903320312, 'learning_rate': 9.94086174009824e-06, 'epoch': 0.29}
{'loss': 19.7122, 'grad_norm': 77.46688842773438, 'learning_rate': 9.928600790745467e-06, 'epoch': 0.3}
{'loss': 16.2245, 'grad_norm': 79.26689147949219, 'learning_rate': 9.91519470031107e-06, 'epoch': 0.31}
{'loss': 13.5635, 'grad_norm': 85.93350219726562, 'learning_rate': 9.90064658364763e-06, 'epoch': 0.31}
{'loss': 10.37, 'grad_norm': 86.31980895996094, 'learning_rate': 9.884959820953049e-06, 'epoch': 0.32}
{'loss': 7.9926, 'grad_norm': 82.82135772705078, 'learning_rate': 9.86813805698517e-06, 'epoch': 0.33}
{'loss': 5.1787, 'grad_norm': 65.0717544555664, 'learning_rate': 9.850185200214943e-06, 'epoch': 0.34}
{'loss': 3.3412, 'grad_norm': 46.03249740600586, 'learning_rate': 9.831105421918287e-06, 'epoch': 0.35}
{'loss': 1.8695, 'grad_norm': 39.3736686706543, 'learning_rate': 9.810903155206929e-06, 'epoch': 0.36}
{'loss': 0.7411, 'grad_norm': 12.316461563110352, 'learning_rate': 9.78958309399838e-06, 'epoch': 0.37}
{'loss': 0.5698, 'grad_norm': 7.552636623382568, 'learning_rate': 9.767150191925321e-06, 'epoch': 0.38}
{'loss': 0.238, 'grad_norm': 6.418832302093506, 'learning_rate': 9.74360966118465e-06, 'epoch': 0.38}
{'loss': 0.0765, 'grad_norm': 2.160095691680908, 'learning_rate': 9.718966971326442e-06, 'epoch': 0.39}
{'loss': 0.0394, 'grad_norm': 1.4306963682174683, 'learning_rate': 9.693227847983126e-06, 'epoch': 0.4}
{'loss': 0.0443, 'grad_norm': 1.6375293731689453, 'learning_rate': 9.666398271539156e-06, 'epoch': 0.41}
{'loss': 0.0117, 'grad_norm': 0.5022798776626587, 'learning_rate': 9.638484475741493e-06, 'epoch': 0.42}
{'loss': 0.0783, 'grad_norm': 0.5555061101913452, 'learning_rate': 9.60949294625121e-06, 'epoch': 0.43}
{'loss': 0.0372, 'grad_norm': 1.0886609554290771, 'learning_rate': 9.579430419136585e-06, 'epoch': 0.44}
{'loss': 0.013, 'grad_norm': 0.27473607659339905, 'learning_rate': 9.548303879307999e-06, 'epoch': 0.45}
{'loss': 0.0039, 'grad_norm': 0.07967127114534378, 'learning_rate': 9.516120558895015e-06, 'epoch': 0.45}
{'loss': 0.0116, 'grad_norm': 0.11727703362703323, 'learning_rate': 9.482887935566023e-06, 'epoch': 0.46}
{'loss': 0.0101, 'grad_norm': 1.736488938331604, 'learning_rate': 9.448613730790837e-06, 'epoch': 0.47}
{'loss': 0.0023, 'grad_norm': 0.06271397322416306, 'learning_rate': 9.413305908046637e-06, 'epoch': 0.48}
{'loss': 0.0238, 'grad_norm': 0.04879754036664963, 'learning_rate': 9.376972670967688e-06, 'epoch': 0.49}
{'loss': 0.0019, 'grad_norm': 0.04810642451047897, 'learning_rate': 9.339622461439258e-06, 'epoch': 0.5}
{'loss': 0.0077, 'grad_norm': 0.041715122759342194, 'learning_rate': 9.30126395763618e-06, 'epoch': 0.51}
{'loss': 0.0013, 'grad_norm': 0.033726099878549576, 'learning_rate': 9.26190607200651e-06, 'epoch': 0.52}
{'loss': 0.0033, 'grad_norm': 0.05695660784840584, 'learning_rate': 9.221557949200752e-06, 'epoch': 0.52}
{'loss': 0.0011, 'grad_norm': 0.027817560359835625, 'learning_rate': 9.180228963947144e-06, 'epoch': 0.53}
{'loss': 0.0012, 'grad_norm': 0.022608712315559387, 'learning_rate': 9.137928718873467e-06, 'epoch': 0.54}
{'loss': 0.0009, 'grad_norm': 0.018308043479919434, 'learning_rate': 9.094667042275913e-06, 'epoch': 0.55}
{'loss': 0.0052, 'grad_norm': 0.019372254610061646, 'learning_rate': 9.050453985835527e-06, 'epoch': 0.56}
{'loss': 0.0008, 'grad_norm': 0.026046447455883026, 'learning_rate': 9.005299822282728e-06, 'epoch': 0.57}
{'loss': 0.001, 'grad_norm': 0.019845983013510704, 'learning_rate': 8.959215043010488e-06, 'epoch': 0.58}
{'loss': 0.0009, 'grad_norm': 0.16938282549381256, 'learning_rate': 8.91221035563669e-06, 'epoch': 0.59}
{'loss': 0.0006, 'grad_norm': 0.01796497032046318, 'learning_rate': 8.864296681516267e-06, 'epoch': 0.59}
{'loss': 0.0005, 'grad_norm': 0.011846782639622688, 'learning_rate': 8.815485153203655e-06, 'epoch': 0.6}
{'loss': 0.0006, 'grad_norm': 0.014717016369104385, 'learning_rate': 8.765787111866199e-06, 'epoch': 0.61}
{'loss': 0.0005, 'grad_norm': 0.013709851540625095, 'learning_rate': 8.715214104649063e-06, 'epoch': 0.62}
{'loss': 0.0011, 'grad_norm': 1.0166840553283691, 'learning_rate': 8.663777881992315e-06, 'epoch': 0.63}
{'loss': 0.0005, 'grad_norm': 0.014463869854807854, 'learning_rate': 8.61149039490074e-06, 'epoch': 0.64}
{'loss': 0.0007, 'grad_norm': 0.009854578413069248, 'learning_rate': 8.558363792167079e-06, 'epoch': 0.65}
{'loss': 0.0003, 'grad_norm': 0.00645495904609561, 'learning_rate': 8.504410417549313e-06, 'epoch': 0.66}
{'loss': 0.0003, 'grad_norm': 0.006214875727891922, 'learning_rate': 8.449642806902623e-06, 'epoch': 0.66}
{'loss': 0.0007, 'grad_norm': 0.004740701988339424, 'learning_rate': 8.394073685266742e-06, 'epoch': 0.67}
{'loss': 0.0003, 'grad_norm': 0.008426131680607796, 'learning_rate': 8.33771596390934e-06, 'epoch': 0.68}
{'loss': 0.0003, 'grad_norm': 0.009214759804308414, 'learning_rate': 8.280582737326145e-06, 'epoch': 0.69}
{'loss': 0.0003, 'grad_norm': 0.005231451243162155, 'learning_rate': 8.222687280198487e-06, 'epoch': 0.7}
{'loss': 0.0005, 'grad_norm': 0.004803191404789686, 'learning_rate': 8.16404304430897e-06, 'epoch': 0.71}
{'loss': 0.0003, 'grad_norm': 0.005180859472602606, 'learning_rate': 8.104663655416015e-06, 'epoch': 0.72}
{'loss': 0.0003, 'grad_norm': 0.005961380433291197, 'learning_rate': 8.044562910087957e-06, 'epoch': 0.72}
{'loss': 0.0003, 'grad_norm': 0.004113304894417524, 'learning_rate': 7.983754772497479e-06, 'epoch': 0.73}
{'loss': 0.0002, 'grad_norm': 0.005013522692024708, 'learning_rate': 7.922253371177081e-06, 'epoch': 0.74}
{'loss': 0.0002, 'grad_norm': 0.003456700826063752, 'learning_rate': 7.860072995736374e-06, 'epoch': 0.75}
{'loss': 0.0002, 'grad_norm': 0.005074833519756794, 'learning_rate': 7.797228093541945e-06, 'epoch': 0.76}
{'loss': 0.0009, 'grad_norm': 0.004407218657433987, 'learning_rate': 7.733733266360568e-06, 'epoch': 0.77}
{'loss': 0.0003, 'grad_norm': 0.004176059737801552, 'learning_rate': 7.669603266966543e-06, 'epoch': 0.78}
{'loss': 0.0003, 'grad_norm': 0.0033637371379882097, 'learning_rate': 7.604852995713945e-06, 'epoch': 0.79}
{'loss': 0.0003, 'grad_norm': 0.0027778458315879107, 'learning_rate': 7.539497497074584e-06, 'epoch': 0.79}
{'loss': 0.0002, 'grad_norm': 0.0068471310660243034, 'learning_rate': 7.47355195614248e-06, 'epoch': 0.8}
{'loss': 0.0002, 'grad_norm': 0.0031718246173113585, 'learning_rate': 7.407031695105667e-06, 'epoch': 0.81}
{'loss': 0.0002, 'grad_norm': 0.003227056236937642, 'learning_rate': 7.3399521696861505e-06, 'epoch': 0.82}
{'loss': 0.0002, 'grad_norm': 0.003861576784402132, 'learning_rate': 7.272328965548816e-06, 'epoch': 0.83}
{'loss': 0.0003, 'grad_norm': 0.005579269025474787, 'learning_rate': 7.2041777946801735e-06, 'epoch': 0.84}
{'loss': 0.0002, 'grad_norm': 0.00373531854711473, 'learning_rate': 7.135514491737731e-06, 'epoch': 0.85}
{'loss': 0.0016, 'grad_norm': 0.002413748065009713, 'learning_rate': 7.06635501037088e-06, 'epoch': 0.86}
{'loss': 0.0002, 'grad_norm': 0.002783045405521989, 'learning_rate': 6.99671541951412e-06, 'epoch': 0.86}
{'loss': 0.0006, 'grad_norm': 0.002429112559184432, 'learning_rate': 6.9266118996535155e-06, 'epoch': 0.87}
{'loss': 0.0001, 'grad_norm': 0.0027815792709589005, 'learning_rate': 6.856060739067215e-06, 'epoch': 0.88}
{'loss': 0.0001, 'grad_norm': 0.0023865236435085535, 'learning_rate': 6.785078330040934e-06, 'epoch': 0.89}
{'loss': 0.0002, 'grad_norm': 0.002390890149399638, 'learning_rate': 6.713681165059271e-06, 'epoch': 0.9}
{'loss': 0.0002, 'grad_norm': 0.0065576364286243916, 'learning_rate': 6.6418858329737535e-06, 'epoch': 0.91}
{'loss': 0.0001, 'grad_norm': 0.0019276442471891642, 'learning_rate': 6.569709015148469e-06, 'epoch': 0.92}
{'loss': 0.0001, 'grad_norm': 0.0019731989596039057, 'learning_rate': 6.497167481584223e-06, 'epoch': 0.93}
{'loss': 0.0001, 'grad_norm': 0.003138770582154393, 'learning_rate': 6.424278087022091e-06, 'epoch': 0.93}
{'loss': 0.0001, 'grad_norm': 0.007347301580011845, 'learning_rate': 6.351057767027296e-06, 'epoch': 0.94}
{'loss': 0.0001, 'grad_norm': 0.001990752760320902, 'learning_rate': 6.277523534054284e-06, 'epoch': 0.95}
{'loss': 0.0001, 'grad_norm': 0.0024336755741387606, 'learning_rate': 6.2036924734939495e-06, 'epoch': 0.96}
{'loss': 0.0001, 'grad_norm': 0.0015176429878920317, 'learning_rate': 6.129581739703916e-06, 'epoch': 0.97}
{'loss': 0.0002, 'grad_norm': 0.001946901436895132, 'learning_rate': 6.0552085520227875e-06, 'epoch': 0.98}
{'loss': 0.0001, 'grad_norm': 0.002035449957475066, 'learning_rate': 5.9805901907693e-06, 'epoch': 0.99}
{'loss': 0.0001, 'grad_norm': 0.0013024890795350075, 'learning_rate': 5.905743993227306e-06, 'epoch': 1.0}
                                                 
{'eval_loss': 8.880071982275695e-05, 'eval_runtime': 153.539, 'eval_samples_per_second': 6.63, 'eval_steps_per_second': 1.661, 'epoch': 1.0}
{'loss': 0.0002, 'grad_norm': 0.001857890747487545, 'learning_rate': 5.830687349617529e-06, 'epoch': 1.0}
{'loss': 0.0006, 'grad_norm': 0.0018890061182901263, 'learning_rate': 5.755437699057013e-06, 'epoch': 1.01}
{'loss': 0.0001, 'grad_norm': 0.0016491308342665434, 'learning_rate': 5.68001252550721e-06, 'epoch': 1.02}
{'loss': 0.0001, 'grad_norm': 0.0012636531610041857, 'learning_rate': 5.60442935371165e-06, 'epoch': 1.03}
{'loss': 0.0006, 'grad_norm': 0.0019746101461350918, 'learning_rate': 5.528705745124134e-06, 'epoch': 1.04}
{'loss': 0.0001, 'grad_norm': 0.0012531685642898083, 'learning_rate': 5.452859293828405e-06, 'epoch': 1.05}
{'loss': 0.0001, 'grad_norm': 0.001669138902798295, 'learning_rate': 5.376907622450229e-06, 'epoch': 1.06}
{'loss': 0.0001, 'grad_norm': 0.01022732350975275, 'learning_rate': 5.300868378062842e-06, 'epoch': 1.07}
{'loss': 0.0001, 'grad_norm': 0.0012850278289988637, 'learning_rate': 5.224759228086728e-06, 'epoch': 1.07}
{'loss': 0.0001, 'grad_norm': 0.0017823685193434358, 'learning_rate': 5.148597856184656e-06, 'epoch': 1.08}
{'loss': 0.0001, 'grad_norm': 0.0013263073051348329, 'learning_rate': 5.072401958152963e-06, 'epoch': 1.09}
{'loss': 0.0001, 'grad_norm': 0.0010835910215973854, 'learning_rate': 4.996189237809991e-06, 'epoch': 1.1}
{'loss': 0.0001, 'grad_norm': 0.0015944895567372441, 'learning_rate': 4.9199774028826815e-06, 'epoch': 1.11}
{'loss': 0.0001, 'grad_norm': 0.0010082016233354807, 'learning_rate': 4.843784160892255e-06, 'epoch': 1.12}
{'loss': 0.0001, 'grad_norm': 0.0014653232647106051, 'learning_rate': 4.7676272150399326e-06, 'epoch': 1.13}
{'loss': 0.0006, 'grad_norm': 0.02115130051970482, 'learning_rate': 4.691524260093672e-06, 'epoch': 1.14}
{'loss': 0.0001, 'grad_norm': 0.0013451988343149424, 'learning_rate': 4.615492978276855e-06, 'epoch': 1.14}
{'loss': 0.0001, 'grad_norm': 0.003430633107200265, 'learning_rate': 4.539551035159893e-06, 'epoch': 1.15}
{'loss': 0.0001, 'grad_norm': 0.0010242913849651814, 'learning_rate': 4.4637160755556995e-06, 'epoch': 1.16}
{'loss': 0.0001, 'grad_norm': 0.00113519630394876, 'learning_rate': 4.388005719419988e-06, 'epoch': 1.17}
{'loss': 0.0001, 'grad_norm': 0.0011933338828384876, 'learning_rate': 4.3124375577573484e-06, 'epoch': 1.18}
{'loss': 0.0001, 'grad_norm': 0.0014433176256716251, 'learning_rate': 4.237029148534036e-06, 'epoch': 1.19}
{'loss': 0.0001, 'grad_norm': 0.003161527682095766, 'learning_rate': 4.1617980125984556e-06, 'epoch': 1.2}
{'loss': 0.0001, 'grad_norm': 0.000973634363617748, 'learning_rate': 4.086761629610261e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 0.0008965556044131517, 'learning_rate': 4.011937433979014e-06, 'epoch': 1.21}
{'loss': 0.0001, 'grad_norm': 0.0008307443931698799, 'learning_rate': 3.937342810813383e-06, 'epoch': 1.22}
{'loss': 0.0001, 'grad_norm': 0.0008319845655933022, 'learning_rate': 3.862995091881771e-06, 'epoch': 1.23}
{'loss': 0.0001, 'grad_norm': 0.00232524611055851, 'learning_rate': 3.7889115515853475e-06, 'epoch': 1.24}
{'loss': 0.0001, 'grad_norm': 0.001077790861018002, 'learning_rate': 3.7151094029444157e-06, 'epoch': 1.25}
{'loss': 0.0001, 'grad_norm': 0.0008607159834355116, 'learning_rate': 3.6416057935990278e-06, 'epoch': 1.26}
{'loss': 0.0001, 'grad_norm': 0.0009213614976033568, 'learning_rate': 3.5684178018247993e-06, 'epoch': 1.27}
{'loss': 0.0001, 'grad_norm': 0.000894937023986131, 'learning_rate': 3.495562432564842e-06, 'epoch': 1.28}
{'loss': 0.0001, 'grad_norm': 0.0010967164998874068, 'learning_rate': 3.423056613478728e-06, 'epoch': 1.28}
{'loss': 0.0001, 'grad_norm': 0.0013812982942909002, 'learning_rate': 3.3509171910094162e-06, 'epoch': 1.29}
{'loss': 0.0001, 'grad_norm': 0.0007798011065460742, 'learning_rate': 3.27916092646905e-06, 'epoch': 1.3}
{'loss': 0.0001, 'grad_norm': 0.0011636849958449602, 'learning_rate': 3.207804492144526e-06, 'epoch': 1.31}
{'loss': 0.0009, 'grad_norm': 0.0009503680630587041, 'learning_rate': 3.1368644674237582e-06, 'epoch': 1.32}
{'loss': 0.0006, 'grad_norm': 0.011951110325753689, 'learning_rate': 3.0663573349435223e-06, 'epoch': 1.33}
{'loss': 0.0001, 'grad_norm': 0.001108221709728241, 'learning_rate': 2.9962994767597752e-06, 'epoch': 1.34}
{'loss': 0.0001, 'grad_norm': 0.0009715799242258072, 'learning_rate': 2.926707170541355e-06, 'epoch': 1.34}
{'loss': 0.0001, 'grad_norm': 0.0008512891363352537, 'learning_rate': 2.8575965857879212e-06, 'epoch': 1.35}
{'loss': 0.0001, 'grad_norm': 0.0007792128599248827, 'learning_rate': 2.7889837800730383e-06, 'epoch': 1.36}
{'loss': 0.0001, 'grad_norm': 0.001330103725194931, 'learning_rate': 2.7208846953132685e-06, 'epoch': 1.37}
{'loss': 0.0001, 'grad_norm': 0.0010695650707930326, 'learning_rate': 2.6533151540641142e-06, 'epoch': 1.38}
{'loss': 0.0001, 'grad_norm': 0.0009433171362616122, 'learning_rate': 2.586290855843719e-06, 'epoch': 1.39}
{'loss': 0.0001, 'grad_norm': 0.0008906757575459778, 'learning_rate': 2.519827373485155e-06, 'epoch': 1.4}
{'loss': 0.0001, 'grad_norm': 0.0008269497193396091, 'learning_rate': 2.453940149518117e-06, 'epoch': 1.41}
{'loss': 0.0001, 'grad_norm': 0.0008236744324676692, 'learning_rate': 2.3886444925809205e-06, 'epoch': 1.41}
{'loss': 0.0001, 'grad_norm': 0.0009826611494645476, 'learning_rate': 2.3239555738636045e-06, 'epoch': 1.42}
{'loss': 0.0001, 'grad_norm': 0.0011586366454139352, 'learning_rate': 2.2598884235829554e-06, 'epoch': 1.43}
{'loss': 0.0001, 'grad_norm': 0.009711113758385181, 'learning_rate': 2.1964579274903046e-06, 'epoch': 1.44}
{'loss': 0.0001, 'grad_norm': 0.001013967557810247, 'learning_rate': 2.133678823412873e-06, 'epoch': 1.45}
{'loss': 0.0001, 'grad_norm': 0.0007524705724790692, 'learning_rate': 2.071565697829498e-06, 'epoch': 1.46}
{'loss': 0.0001, 'grad_norm': 0.0010074533056467772, 'learning_rate': 2.010132982481533e-06, 'epoch': 1.47}
{'loss': 0.0001, 'grad_norm': 0.0006030463264323771, 'learning_rate': 1.9493949510196693e-06, 'epoch': 1.48}
{'loss': 0.0001, 'grad_norm': 0.0006818650290369987, 'learning_rate': 1.8893657156875207e-06, 'epoch': 1.48}
{'loss': 0.0001, 'grad_norm': 0.0010809035738930106, 'learning_rate': 1.8300592240427033e-06, 'epoch': 1.49}
{'loss': 0.0001, 'grad_norm': 0.001059266971424222, 'learning_rate': 1.7714892557161623e-06, 'epoch': 1.5}
{'loss': 0.0001, 'grad_norm': 0.0007342923199757934, 'learning_rate': 1.7136694192105429e-06, 'epoch': 1.51}
{'loss': 0.0001, 'grad_norm': 0.0007198272505775094, 'learning_rate': 1.6566131487382953e-06, 'epoch': 1.52}
{'loss': 0.0001, 'grad_norm': 0.0007219068356789649, 'learning_rate': 1.6003337011002928e-06, 'epoch': 1.53}
{'loss': 0.0001, 'grad_norm': 0.0008987095206975937, 'learning_rate': 1.5448441526056763e-06, 'epoch': 1.54}
{'loss': 0.0001, 'grad_norm': 0.01793942041695118, 'learning_rate': 1.4901573960336075e-06, 'epoch': 1.55}
{'loss': 0.0001, 'grad_norm': 0.0007690213387832046, 'learning_rate': 1.4362861376376897e-06, 'epoch': 1.55}
{'loss': 0.0001, 'grad_norm': 0.000913987634703517, 'learning_rate': 1.3832428941937276e-06, 'epoch': 1.56}
{'loss': 0.0001, 'grad_norm': 0.0006198554765433073, 'learning_rate': 1.3310399900914883e-06, 'epoch': 1.57}
{'loss': 0.0001, 'grad_norm': 0.0007496927864849567, 'learning_rate': 1.279689554471193e-06, 'epoch': 1.58}
{'loss': 0.0001, 'grad_norm': 0.0007465894450433552, 'learning_rate': 1.2292035184053464e-06, 'epoch': 1.59}
{'loss': 0.0001, 'grad_norm': 0.001551539869979024, 'learning_rate': 1.1795936121266033e-06, 'epoch': 1.6}
{'loss': 0.0001, 'grad_norm': 0.0006457675481215119, 'learning_rate': 1.1308713623022988e-06, 'epoch': 1.61}
{'loss': 0.0001, 'grad_norm': 0.0009673061431385577, 'learning_rate': 1.0830480893562696e-06, 'epoch': 1.62}
{'loss': 0.0001, 'grad_norm': 0.0010841479524970055, 'learning_rate': 1.0361349048385915e-06, 'epoch': 1.62}
{'loss': 0.0001, 'grad_norm': 0.0006322286790236831, 'learning_rate': 9.901427088438676e-07, 'epoch': 1.63}
{'loss': 0.0006, 'grad_norm': 0.0008441333775408566, 'learning_rate': 9.450821874786186e-07, 'epoch': 1.64}
{'loss': 0.0001, 'grad_norm': 0.0007158335647545755, 'learning_rate': 9.009638103784236e-07, 'epoch': 1.65}
{'loss': 0.0001, 'grad_norm': 0.0009450488723814487, 'learning_rate': 8.577978282753275e-07, 'epoch': 1.66}
{'loss': 0.0001, 'grad_norm': 0.0005563893937505782, 'learning_rate': 8.155942706161301e-07, 'epoch': 1.67}
{'loss': 0.0001, 'grad_norm': 0.0007252548821270466, 'learning_rate': 7.74362943232086e-07, 'epoch': 1.68}
{'loss': 0.0001, 'grad_norm': 0.0006888578063808382, 'learning_rate': 7.341134260605537e-07, 'epoch': 1.69}
{'loss': 0.0001, 'grad_norm': 0.0010612424230203032, 'learning_rate': 6.948550709191332e-07, 'epoch': 1.69}
{'loss': 0.0001, 'grad_norm': 0.0016521313227713108, 'learning_rate': 6.565969993328152e-07, 'epoch': 1.7}
{'loss': 0.0001, 'grad_norm': 0.0006938591250218451, 'learning_rate': 6.193481004146207e-07, 'epoch': 1.71}
{'loss': 0.0001, 'grad_norm': 0.0008207147475332022, 'learning_rate': 5.831170288002608e-07, 'epoch': 1.72}
{'loss': 0.0001, 'grad_norm': 0.0008543143048882484, 'learning_rate': 5.479122026372563e-07, 'epoch': 1.73}
{'loss': 0.0001, 'grad_norm': 0.0011332696303725243, 'learning_rate': 5.137418016290208e-07, 'epoch': 1.74}
{'loss': 0.0002, 'grad_norm': 0.0008547832258045673, 'learning_rate': 4.806137651343357e-07, 'epoch': 1.75}
{'loss': 0.0001, 'grad_norm': 0.000716623617336154, 'learning_rate': 4.485357903226745e-07, 'epoch': 1.76}
{'loss': 0.0001, 'grad_norm': 0.0007579682278446853, 'learning_rate': 4.175153303857887e-07, 'epoch': 1.76}
{'loss': 0.0001, 'grad_norm': 0.0005918448441661894, 'learning_rate': 3.8755959280599665e-07, 'epoch': 1.77}
{'loss': 0.0001, 'grad_norm': 0.0010351008968427777, 'learning_rate': 3.5867553768154594e-07, 'epoch': 1.78}
{'loss': 0.0001, 'grad_norm': 0.0005693627754226327, 'learning_rate': 3.308698761094681e-07, 'epoch': 1.79}
{'loss': 0.0001, 'grad_norm': 0.0008263744530268013, 'learning_rate': 3.0414906862627434e-07, 'epoch': 1.8}
{'loss': 0.0001, 'grad_norm': 0.0006965336506254971, 'learning_rate': 2.785193237068812e-07, 'epoch': 1.81}
{'loss': 0.0001, 'grad_norm': 0.0009211218566633761, 'learning_rate': 2.5398659632209555e-07, 'epoch': 1.82}
{'loss': 0.0001, 'grad_norm': 0.0013275740202516317, 'learning_rate': 2.3055658655499526e-07, 'epoch': 1.83}
{'loss': 0.0001, 'grad_norm': 0.0005768323899246752, 'learning_rate': 2.0823473827654206e-07, 'epoch': 1.83}
{'loss': 0.0001, 'grad_norm': 0.000918148085474968, 'learning_rate': 1.8702623788072028e-07, 'epoch': 1.84}
{'loss': 0.0001, 'grad_norm': 0.0008638060535304248, 'learning_rate': 1.6693601307949113e-07, 'epoch': 1.85}
{'loss': 0.0001, 'grad_norm': 0.0006170329288579524, 'learning_rate': 1.479687317578682e-07, 'epoch': 1.86}
{'loss': 0.0001, 'grad_norm': 0.0009816534584388137, 'learning_rate': 1.3012880088934532e-07, 'epoch': 1.87}
{'loss': 0.0001, 'grad_norm': 0.0008136375690810382, 'learning_rate': 1.1342036551195535e-07, 'epoch': 1.88}
{'loss': 0.0001, 'grad_norm': 0.0036148931831121445, 'learning_rate': 9.784730776518925e-08, 'epoch': 1.89}
{'loss': 0.0001, 'grad_norm': 0.0005045565194450319, 'learning_rate': 8.341324598799217e-08, 'epoch': 1.9}
{'loss': 0.0001, 'grad_norm': 0.0008405460976064205, 'learning_rate': 7.012153387806142e-08, 'epoch': 1.9}
{'loss': 0.0001, 'grad_norm': 0.0008500707917846739, 'learning_rate': 5.7975259712623186e-08, 'epoch': 1.91}
{'loss': 0.0001, 'grad_norm': 0.0005780498613603413, 'learning_rate': 4.697724563088646e-08, 'epoch': 1.92}
{'loss': 0.0001, 'grad_norm': 0.002006279770284891, 'learning_rate': 3.713004697832867e-08, 'epoch': 1.93}
{'loss': 0.0002, 'grad_norm': 0.0006373369251377881, 'learning_rate': 2.8435951712971198e-08, 'epoch': 1.94}
{'loss': 0.0002, 'grad_norm': 0.0008114249212667346, 'learning_rate': 2.0896979873782918e-08, 'epoch': 1.95}
{'loss': 0.0001, 'grad_norm': 0.0005633184337057173, 'learning_rate': 1.4514883111329536e-08, 'epoch': 1.96}
{'loss': 0.0001, 'grad_norm': 0.0013894358417019248, 'learning_rate': 9.291144280786924e-09, 'epoch': 1.97}
